,reaction_id,rxn_smiles,products_run,PatentNumber
1269,602836,[CH2:1]1[C:2](=[O:3])[N:4]([Br:5])[C:6](=[O:7])[CH2:8]1.[N:9]1([CH2:10][CH2:11][N:12]2[c:13]3[c:14]([cH:15][cH:16][cH:17][cH:18]3)[CH2:19][CH2:20][CH2:21]2)[CH2:22][CH2:23][CH2:24][CH2:25]1>C(Cl)(Cl)(Cl)Cl.CO.C(Cl)Cl>[Br:5][c:16]1[cH:15][c:14]2[c:13]([cH:18][cH:17]1)[N:12]([CH2:11][CH2:10][N:9]1[CH2:22][CH2:23][CH2:24][CH2:25]1)[CH2:21][CH2:20][CH2:19]2,[Br:5][c:16]1[cH:15][c:14]2[c:13]([cH:18][cH:17]1)[N:12]([CH2:11][CH2:10][N:9]1[CH2:22][CH2:23][CH2:24][CH2:25]1)[CH2:21][CH2:20][CH2:19]2.[Br:5][c:18]1[c:13]2[c:14]([cH:15][cH:16][cH:17]1)[CH2:19][CH2:20][CH2:21][N:12]2[CH2:11][CH2:10][N:9]1[CH2:22][CH2:23][CH2:24][CH2:25]1.[Br:5][c:15]1[c:14]2[c:13]([cH:18][cH:17][cH:16]1)[N:12]([CH2:11][CH2:10][N:9]1[CH2:22][CH2:23][CH2:24][CH2:25]1)[CH2:21][CH2:20][CH2:19]2.[Br:5][c:17]1[cH:16][cH:15][c:14]2[c:13]([cH:18]1)[N:12]([CH2:11][CH2:10][N:9]1[CH2:22][CH2:23][CH2:24][CH2:25]1)[CH2:21][CH2:20][CH2:19]2,US08173813B2
1270,602855,[CH3:1][N:2]1[CH2:3][CH2:4][CH:5]([N:6]2[c:7]3[c:8]([cH:9][cH:10][cH:11][cH:12]3)[CH2:13][CH2:14][C:15]2=[O:16])[CH2:17][CH2:18]1.[N+:19]([O-:20])([OH:21])=[O:22]>OS(O)(=O)=O>[CH3:1][N:2]1[CH2:3][CH2:4][CH:5]([N:6]2[c:7]3[c:8]([cH:9][c:10]([N+:19]([O-:21])=[O:22])[cH:11][cH:12]3)[CH2:13][CH2:14][C:15]2=[O:16])[CH2:17][CH2:18]1,[CH3:1][N:2]1[CH2:3][CH2:4][CH:5]([N:6]2[c:7]3[c:8]([cH:9][c:10]([N+:19]([O-:21])=[O:22])[cH:11][cH:12]3)[CH2:13][CH2:14][C:15]2=[O:16])[CH2:17][CH2:18]1.[CH3:1][N:2]1[CH2:3][CH2:4][CH:5]([N:6]2[c:7]3[c:8]([cH:9][cH:10][cH:11][c:12]3[N+:19]([O-:21])=[O:22])[CH2:13][CH2:14][C:15]2=[O:16])[CH2:17][CH2:18]1.[CH3:1][N:2]1[CH2:3][CH2:4][CH:5]([N:6]2[c:7]3[c:8]([c:9]([N+:19]([O-:21])=[O:22])[cH:10][cH:11][cH:12]3)[CH2:13][CH2:14][C:15]2=[O:16])[CH2:17][CH2:18]1.[CH3:1][N:2]1[CH2:3][CH2:4][CH:5]([N:6]2[c:7]3[c:8]([cH:9][cH:10][c:11]([N+:19]([O-:21])=[O:22])[cH:12]3)[CH2:13][CH2:14][C:15]2=[O:16])[CH2:17][CH2:18]1,US08173813B2
1271,602857,[N+:1]([O-:2])([OH:3])=[O:4].[NH:5]1[C:6](=[O:7])[CH2:8][CH2:9][CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]21>OS(O)(=O)=O>[N+:1]([O-:3])(=[O:4])[c:13]1[cH:12][c:11]2[c:16]([cH:15][cH:14]1)[NH:5][C:6](=[O:7])[CH2:8][CH2:9][CH2:10]2,[N+:1]([O-:3])(=[O:4])[c:13]1[cH:12][c:11]2[c:16]([cH:15][cH:14]1)[NH:5][C:6](=[O:7])[CH2:8][CH2:9][CH2:10]2.[N+:1]([O-:3])(=[O:4])[c:12]1[c:11]2[c:16]([cH:15][cH:14][cH:13]1)[NH:5][C:6](=[O:7])[CH2:8][CH2:9][CH2:10]2.[N+:1]([O-:3])(=[O:4])[c:14]1[cH:13][cH:12][c:11]2[c:16]([cH:15]1)[NH:5][C:6](=[O:7])[CH2:8][CH2:9][CH2:10]2.[N+:1]([O-:3])(=[O:4])[c:15]1[cH:14][cH:13][cH:12][c:11]2[c:16]1[NH:5][C:6](=[O:7])[CH2:8][CH2:9][CH2:10]2,US08173813B2
1272,602879,[CH2:1]1[C:2](=[O:3])[N:4]([Br:5])[C:6](=[O:7])[CH2:8]1.[CH3:9][N:10]1[CH2:11][CH2:12][CH:13]([N:14]2[c:15]3[c:16]([cH:17][cH:18][cH:19][cH:20]3)[CH2:21][CH2:22]2)[CH2:23][CH2:24]1>CN(C=O)C.O>[Br:5][c:18]1[cH:17][c:16]2[c:15]([cH:20][cH:19]1)[N:14]([CH:13]1[CH2:12][CH2:11][N:10]([CH3:9])[CH2:24][CH2:23]1)[CH2:22][CH2:21]2,[Br:5][c:18]1[cH:17][c:16]2[c:15]([cH:20][cH:19]1)[N:14]([CH:13]1[CH2:12][CH2:11][N:10]([CH3:9])[CH2:24][CH2:23]1)[CH2:22][CH2:21]2.[Br:5][c:20]1[c:15]2[c:16]([cH:17][cH:18][cH:19]1)[CH2:21][CH2:22][N:14]2[CH:13]1[CH2:12][CH2:11][N:10]([CH3:9])[CH2:24][CH2:23]1.[Br:5][c:17]1[c:16]2[c:15]([cH:20][cH:19][cH:18]1)[N:14]([CH:13]1[CH2:12][CH2:11][N:10]([CH3:9])[CH2:24][CH2:23]1)[CH2:22][CH2:21]2.[Br:5][c:19]1[cH:18][cH:17][c:16]2[c:15]([cH:20]1)[N:14]([CH:13]1[CH2:12][CH2:11][N:10]([CH3:9])[CH2:24][CH2:23]1)[CH2:22][CH2:21]2,US08173813B2
1273,602901,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[N:9]1([CH:10]2[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21]2)[CH2:22][CH2:23][CH2:24][CH2:25][c:26]2[cH:27][cH:28][cH:29][cH:30][c:31]21>CN(C=O)C.O>[Br:1][c:28]1[cH:27][c:26]2[c:31]([cH:30][cH:29]1)[N:9]([CH:10]1[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21]1)[CH2:22][CH2:23][CH2:24][CH2:25]2,[Br:1][c:28]1[cH:27][c:26]2[c:31]([cH:30][cH:29]1)[N:9]([CH:10]1[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21]1)[CH2:22][CH2:23][CH2:24][CH2:25]2.[Br:1][c:27]1[c:26]2[c:31]([cH:30][cH:29][cH:28]1)[N:9]([CH:10]1[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21]1)[CH2:22][CH2:23][CH2:24][CH2:25]2.[Br:1][c:29]1[cH:28][cH:27][c:26]2[c:31]([cH:30]1)[N:9]([CH:10]1[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21]1)[CH2:22][CH2:23][CH2:24][CH2:25]2.[Br:1][c:30]1[cH:29][cH:28][cH:27][c:26]2[c:31]1[N:9]([CH:10]1[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21]1)[CH2:22][CH2:23][CH2:24][CH2:25]2,US08173813B2
1274,602883,[CH2:1]1[C:2](=[O:3])[N:4]([Br:5])[C:6](=[O:7])[CH2:8]1.[CH3:9][N:10]1[CH2:11][CH2:12][CH:13]([N:14]2[CH2:15][CH2:16][CH2:17][CH2:18][c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]32)[CH2:25][CH2:26]1>CN(C=O)C.O>[Br:5][c:21]1[cH:20][c:19]2[c:24]([cH:23][cH:22]1)[N:14]([CH:13]1[CH2:12][CH2:11][N:10]([CH3:9])[CH2:26][CH2:25]1)[CH2:15][CH2:16][CH2:17][CH2:18]2,[Br:5][c:21]1[cH:20][c:19]2[c:24]([cH:23][cH:22]1)[N:14]([CH:13]1[CH2:12][CH2:11][N:10]([CH3:9])[CH2:26][CH2:25]1)[CH2:15][CH2:16][CH2:17][CH2:18]2.[Br:5][c:20]1[c:19]2[c:24]([cH:23][cH:22][cH:21]1)[N:14]([CH:13]1[CH2:12][CH2:11][N:10]([CH3:9])[CH2:26][CH2:25]1)[CH2:15][CH2:16][CH2:17][CH2:18]2.[Br:5][c:22]1[cH:21][cH:20][c:19]2[c:24]([cH:23]1)[N:14]([CH:13]1[CH2:12][CH2:11][N:10]([CH3:9])[CH2:26][CH2:25]1)[CH2:15][CH2:16][CH2:17][CH2:18]2.[Br:5][c:23]1[cH:22][cH:21][cH:20][c:19]2[c:24]1[N:14]([CH:13]1[CH2:12][CH2:11][N:10]([CH3:9])[CH2:26][CH2:25]1)[CH2:15][CH2:16][CH2:17][CH2:18]2,US08173813B2
1275,601325,[C:1]([O:2][C:3]([O:4][C:5]([CH3:6])([CH3:7])[CH3:8])=[O:9])([O:10][C:11]([CH3:12])([CH3:13])[CH3:14])=[O:15].[CH2:16]([CH:17]([c:18]1[c:19]2[nH:20][c:21](=[O:22])[nH:23][c:24]2[cH:25][cH:26][cH:27]1)[CH2:28][CH3:29])[CH3:30]>ClCCCl.O>[C:3]([O:10][C:11]([CH3:12])([CH3:13])[CH3:14])(=[O:15])[n:23]1[c:21](=[O:22])[nH:20][c:19]2[c:18]([CH:17]([CH2:16][CH3:30])[CH2:28][CH3:29])[cH:27][cH:26][cH:25][c:24]21,[C:3]([O:10][C:11]([CH3:12])([CH3:13])[CH3:14])(=[O:15])[n:23]1[c:21](=[O:22])[nH:20][c:19]2[c:18]([CH:17]([CH2:16][CH3:30])[CH2:28][CH3:29])[cH:27][cH:26][cH:25][c:24]21.[C:3]([O:10][C:11]([CH3:12])([CH3:13])[CH3:14])(=[O:15])[n:20]1[c:19]2[c:18]([CH:17]([CH2:16][CH3:30])[CH2:28][CH3:29])[cH:27][cH:26][cH:25][c:24]2[nH:23][c:21]1=[O:22],US08163935B2
1276,602909,[CH2:1]1[C:2](=[O:3])[N:4]([Br:5])[C:6](=[O:7])[CH2:8]1.[N:9]1([CH:10]2[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21]2)[c:22]2[c:23]([cH:24][cH:25][cH:26][cH:27]2)[CH2:28][CH2:29]1>CN(C=O)C.O>[Br:5][c:25]1[cH:24][c:23]2[c:22]([cH:27][cH:26]1)[N:9]([CH:10]1[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21]1)[CH2:29][CH2:28]2,[Br:5][c:25]1[cH:24][c:23]2[c:22]([cH:27][cH:26]1)[N:9]([CH:10]1[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21]1)[CH2:29][CH2:28]2.[Br:5][c:27]1[c:22]2[c:23]([cH:24][cH:25][cH:26]1)[CH2:28][CH2:29][N:9]2[CH:10]1[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21]1.[Br:5][c:24]1[c:23]2[c:22]([cH:27][cH:26][cH:25]1)[N:9]([CH:10]1[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21]1)[CH2:29][CH2:28]2.[Br:5][c:26]1[cH:25][cH:24][c:23]2[c:22]([cH:27]1)[N:9]([CH:10]1[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21]1)[CH2:29][CH2:28]2,US08173813B2
1277,602963,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[O:9]1[C:10]2([CH2:11][CH2:12][CH:13]([N:14]3[c:15]4[c:16]([cH:17][cH:18][cH:19][cH:20]4)[CH2:21][CH2:22]3)[CH2:23][CH2:24]2)[O:25][CH2:26][CH2:27]1>CN(C=O)C.O>[Br:1][c:18]1[cH:17][c:16]2[c:15]([cH:20][cH:19]1)[N:14]([CH:13]1[CH2:12][CH2:11][C:10]3([O:9][CH2:27][CH2:26][O:25]3)[CH2:24][CH2:23]1)[CH2:22][CH2:21]2,[Br:1][c:18]1[cH:17][c:16]2[c:15]([cH:20][cH:19]1)[N:14]([CH:13]1[CH2:12][CH2:11][C:10]3([O:9][CH2:27][CH2:26][O:25]3)[CH2:24][CH2:23]1)[CH2:22][CH2:21]2.[Br:1][c:20]1[c:15]2[c:16]([cH:17][cH:18][cH:19]1)[CH2:21][CH2:22][N:14]2[CH:13]1[CH2:12][CH2:11][C:10]2([O:9][CH2:27][CH2:26][O:25]2)[CH2:24][CH2:23]1.[Br:1][c:17]1[c:16]2[c:15]([cH:20][cH:19][cH:18]1)[N:14]([CH:13]1[CH2:12][CH2:11][C:10]3([O:9][CH2:27][CH2:26][O:25]3)[CH2:24][CH2:23]1)[CH2:22][CH2:21]2.[Br:1][c:19]1[cH:18][cH:17][c:16]2[c:15]([cH:20]1)[N:14]([CH:13]1[CH2:12][CH2:11][C:10]3([O:9][CH2:27][CH2:26][O:25]3)[CH2:24][CH2:23]1)[CH2:22][CH2:21]2,US08173813B2
1278,602927,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[N:9]1([CH:10]2[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21][CH2:22]2)[c:23]2[c:24]([cH:25][cH:26][cH:27][cH:28]2)[CH2:29][CH2:30]1>CN(C=O)C.O>[Br:1][c:26]1[cH:25][c:24]2[c:23]([cH:28][cH:27]1)[N:9]([CH:10]1[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21][CH2:22]1)[CH2:30][CH2:29]2,[Br:1][c:26]1[cH:25][c:24]2[c:23]([cH:28][cH:27]1)[N:9]([CH:10]1[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21][CH2:22]1)[CH2:30][CH2:29]2.[Br:1][c:28]1[c:23]2[c:24]([cH:25][cH:26][cH:27]1)[CH2:29][CH2:30][N:9]2[CH:10]1[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21][CH2:22]1.[Br:1][c:25]1[c:24]2[c:23]([cH:28][cH:27][cH:26]1)[N:9]([CH:10]1[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21][CH2:22]1)[CH2:30][CH2:29]2.[Br:1][c:27]1[cH:26][cH:25][c:24]2[c:23]([cH:28]1)[N:9]([CH:10]1[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21][CH2:22]1)[CH2:30][CH2:29]2,US08173813B2
1279,603943,[Br:1][c:2]1[c:3]([F:4])[c:5]2[cH:6][cH:7][nH:8][c:9]2[n:10][cH:11]1.[N+:12]([O-:13])([OH:14])=[O:15]>>[Br:1][c:2]1[c:3]([F:4])[c:5]2[c:6]([N+:12]([O-:14])=[O:15])[cH:7][nH:8][c:9]2[n:10][cH:11]1,[Br:1][c:2]1[c:3]([F:4])[c:5]2[c:6]([N+:12]([O-:14])=[O:15])[cH:7][nH:8][c:9]2[n:10][cH:11]1.[Br:1][c:2]1[c:3]([F:4])[c:5]2[cH:6][cH:7][nH:8][c:9]2[n:10][c:11]1[N+:12]([O-:14])=[O:15].[Br:1][c:2]1[c:3]([F:4])[c:5]2[cH:6][c:7]([N+:12]([O-:14])=[O:15])[nH:8][c:9]2[n:10][cH:11]1,US08178131B2
1280,602970,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[O:9]1[C:10]2([CH2:11][CH2:12][CH:13]([N:14]3[c:15]4[c:16]([cH:17][cH:18][cH:19][cH:20]4)[CH2:21][CH2:22][CH2:23]3)[CH2:24][CH2:25]2)[O:26][CH2:27][CH2:28]1>CN(C=O)C.O>[Br:1][c:18]1[cH:17][c:16]2[c:15]([cH:20][cH:19]1)[N:14]([CH:13]1[CH2:12][CH2:11][C:10]3([O:9][CH2:28][CH2:27][O:26]3)[CH2:25][CH2:24]1)[CH2:23][CH2:22][CH2:21]2,[Br:1][c:18]1[cH:17][c:16]2[c:15]([cH:20][cH:19]1)[N:14]([CH:13]1[CH2:12][CH2:11][C:10]3([O:9][CH2:28][CH2:27][O:26]3)[CH2:25][CH2:24]1)[CH2:23][CH2:22][CH2:21]2.[Br:1][c:20]1[c:15]2[c:16]([cH:17][cH:18][cH:19]1)[CH2:21][CH2:22][CH2:23][N:14]2[CH:13]1[CH2:12][CH2:11][C:10]2([O:9][CH2:28][CH2:27][O:26]2)[CH2:25][CH2:24]1.[Br:1][c:17]1[c:16]2[c:15]([cH:20][cH:19][cH:18]1)[N:14]([CH:13]1[CH2:12][CH2:11][C:10]3([O:9][CH2:28][CH2:27][O:26]3)[CH2:25][CH2:24]1)[CH2:23][CH2:22][CH2:21]2.[Br:1][c:19]1[cH:18][cH:17][c:16]2[c:15]([cH:20]1)[N:14]([CH:13]1[CH2:12][CH2:11][C:10]3([O:9][CH2:28][CH2:27][O:26]3)[CH2:25][CH2:24]1)[CH2:23][CH2:22][CH2:21]2,US08173813B2
1281,603956,[F:1][c:2]1[c:3]([F:4])[cH:5][n:6][c:7]2[nH:8][cH:9][cH:10][c:11]12.[N+:12]([O-:13])([OH:14])=[O:15]>O>[F:1][c:2]1[c:3]([F:4])[cH:5][n:6][c:7]2[nH:8][cH:9][c:10]([N+:12]([O-:14])=[O:15])[c:11]12,[F:1][c:2]1[c:3]([F:4])[cH:5][n:6][c:7]2[nH:8][cH:9][c:10]([N+:12]([O-:14])=[O:15])[c:11]12.[F:1][c:2]1[c:3]([F:4])[c:5]([N+:12]([O-:14])=[O:15])[n:6][c:7]2[nH:8][cH:9][cH:10][c:11]12.[F:1][c:2]1[c:3]([F:4])[cH:5][n:6][c:7]2[nH:8][c:9]([N+:12]([O-:14])=[O:15])[cH:10][c:11]12,US08178131B2
1282,604115,[F:1][c:2]1[c:3]([O:4][CH2:5][CH2:6][O:7][CH3:8])[cH:9][n:10][c:11]2[nH:12][cH:13][cH:14][c:15]12.[N+:16]([O-:17])([OH:18])=[O:19]>>[F:1][c:2]1[c:3]([O:4][CH2:5][CH2:6][O:7][CH3:8])[cH:9][n:10][c:11]2[nH:12][cH:13][c:14]([N+:16]([O-:18])=[O:19])[c:15]12,[F:1][c:2]1[c:3]([O:4][CH2:5][CH2:6][O:7][CH3:8])[cH:9][n:10][c:11]2[nH:12][cH:13][c:14]([N+:16]([O-:18])=[O:19])[c:15]12.[F:1][c:2]1[c:3]([O:4][CH2:5][CH2:6][O:7][CH3:8])[c:9]([N+:16]([O-:18])=[O:19])[n:10][c:11]2[nH:12][cH:13][cH:14][c:15]12.[F:1][c:2]1[c:3]([O:4][CH2:5][CH2:6][O:7][CH3:8])[cH:9][n:10][c:11]2[nH:12][c:13]([N+:16]([O-:18])=[O:19])[cH:14][c:15]12,US08178131B2
1283,606979,[Br:1][c:2]1[cH:3][c:4]([F:5])[cH:6][cH:7][c:8]1[CH2:9][C:10]([OH:11])=[O:12].[N+:13]([O-:14])([OH:15])=[O:16]>>[Br:1][c:2]1[cH:3][c:4]([F:5])[c:6]([N+:13]([O-:14])=[O:16])[cH:7][c:8]1[CH2:9][C:10]([OH:11])=[O:12],[Br:1][c:2]1[cH:3][c:4]([F:5])[c:6]([N+:13]([O-:14])=[O:16])[cH:7][c:8]1[CH2:9][C:10]([OH:11])=[O:12].[Br:1][c:2]1[c:3]([N+:13]([O-:14])=[O:16])[c:4]([F:5])[cH:6][cH:7][c:8]1[CH2:9][C:10]([OH:11])=[O:12].[Br:1][c:2]1[cH:3][c:4]([F:5])[cH:6][c:7]([N+:13]([O-:14])=[O:16])[c:8]1[CH2:9][C:10]([OH:11])=[O:12],US08188113B2
1284,607032,[F:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][C:7]([OH:8])=[O:9])[c:10]([CH3:11])[cH:12]1.[N+:13]([O-:14])([OH:15])=[O:16]>>[F:1][c:2]1[c:3]([N+:13]([O-:14])=[O:16])[cH:4][c:5]([CH2:6][C:7]([OH:8])=[O:9])[c:10]([CH3:11])[cH:12]1,[F:1][c:2]1[c:3]([N+:13]([O-:14])=[O:16])[cH:4][c:5]([CH2:6][C:7]([OH:8])=[O:9])[c:10]([CH3:11])[cH:12]1.[F:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][C:7]([OH:8])=[O:9])[c:10]([CH3:11])[c:12]1[N+:13]([O-:14])=[O:16].[F:1][c:2]1[cH:3][c:4]([N+:13]([O-:14])=[O:16])[c:5]([CH2:6][C:7]([OH:8])=[O:9])[c:10]([CH3:11])[cH:12]1,US08188113B2
1285,606392,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[NH2:9][c:10]1[c:11]([C:12]([c:13]2[cH:14][cH:15][cH:16][c:17]([Br:18])[n:19]2)=[O:20])[cH:21][cH:22][cH:23][n:24]1>>[Br:1][c:22]1[cH:21][c:11]([C:12]([c:13]2[cH:14][cH:15][cH:16][c:17]([Br:18])[n:19]2)=[O:20])[c:10]([NH2:9])[n:24][cH:23]1,[Br:1][c:22]1[cH:21][c:11]([C:12]([c:13]2[cH:14][cH:15][cH:16][c:17]([Br:18])[n:19]2)=[O:20])[c:10]([NH2:9])[n:24][cH:23]1.[Br:1][c:21]1[c:11]([C:12]([c:13]2[cH:14][cH:15][cH:16][c:17]([Br:18])[n:19]2)=[O:20])[c:10]([NH2:9])[n:24][cH:23][cH:22]1.[Br:1][c:14]1[c:13]([C:12]([c:11]2[c:10]([NH2:9])[n:24][cH:23][cH:22][cH:21]2)=[O:20])[n:19][c:17]([Br:18])[cH:16][cH:15]1.[Br:1][c:15]1[cH:14][c:13]([C:12]([c:11]2[c:10]([NH2:9])[n:24][cH:23][cH:22][cH:21]2)=[O:20])[n:19][c:17]([Br:18])[cH:16]1.[Br:1][c:16]1[cH:15][cH:14][c:13]([C:12]([c:11]2[c:10]([NH2:9])[n:24][cH:23][cH:22][cH:21]2)=[O:20])[n:19][c:17]1[Br:18].[Br:1][c:23]1[cH:22][cH:21][c:11]([C:12]([c:13]2[cH:14][cH:15][cH:16][c:17]([Br:18])[n:19]2)=[O:20])[c:10]([NH2:9])[n:24]1,US08188071B2
1286,607038,[Cl:1][c:2]1[cH:3][c:4]([F:5])[cH:6][cH:7][c:8]1[CH2:9][C:10]([OH:11])=[O:12].[N+:13]([O-:14])([OH:15])=[O:16]>OS(O)(=O)=O>[Cl:1][c:2]1[cH:3][c:4]([F:5])[c:6]([N+:13]([O-:14])=[O:16])[cH:7][c:8]1[CH2:9][C:10]([OH:11])=[O:12],[Cl:1][c:2]1[cH:3][c:4]([F:5])[c:6]([N+:13]([O-:14])=[O:16])[cH:7][c:8]1[CH2:9][C:10]([OH:11])=[O:12].[Cl:1][c:2]1[c:3]([N+:13]([O-:14])=[O:16])[c:4]([F:5])[cH:6][cH:7][c:8]1[CH2:9][C:10]([OH:11])=[O:12].[Cl:1][c:2]1[cH:3][c:4]([F:5])[cH:6][c:7]([N+:13]([O-:14])=[O:16])[c:8]1[CH2:9][C:10]([OH:11])=[O:12],US08188113B2
1287,607035,[F:1][c:2]1[cH:3][c:4]([F:5])[cH:6][cH:7][c:8]1[CH2:9][C:10]([OH:11])=[O:12].[N+:13]([O-:14])([OH:15])=[O:16]>OS(O)(=O)=O>[F:1][c:2]1[cH:3][c:4]([F:5])[c:6]([N+:13]([O-:15])=[O:16])[cH:7][c:8]1[CH2:9][C:10]([OH:11])=[O:12],[F:1][c:2]1[cH:3][c:4]([F:5])[c:6]([N+:13]([O-:15])=[O:16])[cH:7][c:8]1[CH2:9][C:10]([OH:11])=[O:12].[F:1][c:2]1[c:3]([N+:13]([O-:15])=[O:16])[c:4]([F:5])[cH:6][cH:7][c:8]1[CH2:9][C:10]([OH:11])=[O:12].[F:1][c:2]1[cH:3][c:4]([F:5])[cH:6][c:7]([N+:13]([O-:15])=[O:16])[c:8]1[CH2:9][C:10]([OH:11])=[O:12],US08188113B2
1288,608468,[Br:1][Br:2].[CH3:3][c:4]1[cH:5][c:6]2[n:7]([cH:8]1)[cH:9][c:10]([C:11]#[N:12])[cH:13][cH:14]2>CN(C)C=O.CCOC(C)=O.C([O-])(O)=O.[Na+]>[Br:2][c:8]1[c:4]([CH3:3])[cH:5][c:6]2[n:7]1[cH:9][c:10]([C:11]#[N:12])[cH:13][cH:14]2,[Br:2][c:8]1[c:4]([CH3:3])[cH:5][c:6]2[n:7]1[cH:9][c:10]([C:11]#[N:12])[cH:13][cH:14]2.[Br:2][c:9]1[n:7]2[c:6]([cH:5][c:4]([CH3:3])[cH:8]2)[cH:14][cH:13][c:10]1[C:11]#[N:12],US08193236B2
1289,608821,[Br:1][NH:2][C:3](=[O:4])[CH2:5][CH2:6][C:7]([NH2:8])=[O:9].[N+:10]([c:11]1[n:12][c:13]([NH2:14])[cH:15][cH:16][cH:17]1)([O-:18])=[O:19]>CC#N>[Br:1][c:17]1[c:11]([N+:10]([O-:18])=[O:19])[n:12][c:13]([NH2:14])[cH:15][cH:16]1,[Br:1][c:17]1[c:11]([N+:10]([O-:18])=[O:19])[n:12][c:13]([NH2:14])[cH:15][cH:16]1.[Br:1][c:15]1[c:13]([NH2:14])[n:12][c:11]([N+:10]([O-:18])=[O:19])[cH:17][cH:16]1.[Br:1][c:16]1[cH:15][c:13]([NH2:14])[n:12][c:11]([N+:10]([O-:18])=[O:19])[cH:17]1,US08193363B2
1290,608412,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[C:9]([c:10]1[c:11]2[c:12]([cH:13][cH:14][cH:15][cH:16]2)[c:17](-[n:18]2[cH:19][cH:20][n:21][c:22]2[S:23][CH2:24][C:25]([O:26][CH2:27][CH3:28])=[O:29])[cH:30][cH:31]1)#[N:32]>ClCCl>[Br:1][c:19]1[n:18](-[c:17]2[c:12]3[c:11]([c:10]([C:9]#[N:32])[cH:31][cH:30]2)[cH:16][cH:15][cH:14][cH:13]3)[c:22]([S:23][CH2:24][C:25]([O:26][CH2:27][CH3:28])=[O:29])[n:21][cH:20]1,[Br:1][c:19]1[n:18](-[c:17]2[c:12]3[c:11]([c:10]([C:9]#[N:32])[cH:31][cH:30]2)[cH:16][cH:15][cH:14][cH:13]3)[c:22]([S:23][CH2:24][C:25]([O:26][CH2:27][CH3:28])=[O:29])[n:21][cH:20]1.[Br:1][c:20]1[cH:19][n:18](-[c:17]2[c:12]3[c:11]([c:10]([C:9]#[N:32])[cH:31][cH:30]2)[cH:16][cH:15][cH:14][cH:13]3)[c:22]([S:23][CH2:24][C:25]([O:26][CH2:27][CH3:28])=[O:29])[n:21]1,US08193234B2
