,reaction_id,rxn_smiles,products_run,PatentNumber
2714,460599,[Br:1][c:2]1[cH:3][cH:4][c:5]([Br:6])[cH:7][c:8]1[N+:9]([O-:10])=[O:11].[CH:12]1([CH2:13][NH2:14])[CH2:15][CH2:16]1>>[c:2]1([NH:14][CH2:13][CH:12]2[CH2:15][CH2:16]2)[cH:3][cH:4][c:5]([Br:6])[cH:7][c:8]1[N+:9]([O-:10])=[O:11],[c:2]1([NH:14][CH2:13][CH:12]2[CH2:15][CH2:16]2)[cH:3][cH:4][c:5]([Br:6])[cH:7][c:8]1[N+:9]([O-:10])=[O:11].[Br:1][c:2]1[cH:3][cH:4][c:5]([NH:14][CH2:13][CH:12]2[CH2:15][CH2:16]2)[cH:7][c:8]1[N+:9]([O-:10])=[O:11],US07598393B2
2715,463609,[Cl:1][c:2]1[n:3][c:4]([F:5])[n:6][c:7]2[c:8]1[n:9][cH:10][nH:11]2.[NH2:12][CH2:13][c:14]1[cH:15][cH:16][n:17][cH:18][cH:19]1>C(Cl)(Cl)Cl.CO>[c:2]1([NH:12][CH2:13][c:14]2[cH:15][cH:16][n:17][cH:18][cH:19]2)[n:3][c:4]([F:5])[n:6][c:7]2[c:8]1[n:9][cH:10][nH:11]2,[c:2]1([NH:12][CH2:13][c:14]2[cH:15][cH:16][n:17][cH:18][cH:19]2)[n:3][c:4]([F:5])[n:6][c:7]2[c:8]1[n:9][cH:10][nH:11]2.[Cl:1][c:2]1[n:3][c:4]([NH:12][CH2:13][c:14]2[cH:15][cH:16][n:17][cH:18][cH:19]2)[n:6][c:7]2[c:8]1[n:9][cH:10][nH:11]2,US07612079B2
2716,463608,[Cl:1][c:2]1[n:3][c:4]([F:5])[n:6][c:7]2[c:8]1[n:9][cH:10][nH:11]2.[NH2:12][CH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][n:19]1>C(Cl)(Cl)Cl.CO>[c:2]1([NH:12][CH2:13][c:14]2[cH:15][cH:16][cH:17][cH:18][n:19]2)[n:3][c:4]([F:5])[n:6][c:7]2[c:8]1[n:9][cH:10][nH:11]2,[c:2]1([NH:12][CH2:13][c:14]2[cH:15][cH:16][cH:17][cH:18][n:19]2)[n:3][c:4]([F:5])[n:6][c:7]2[c:8]1[n:9][cH:10][nH:11]2.[Cl:1][c:2]1[n:3][c:4]([NH:12][CH2:13][c:14]2[cH:15][cH:16][cH:17][cH:18][n:19]2)[n:6][c:7]2[c:8]1[n:9][cH:10][nH:11]2,US07612079B2
2717,461336,[C:1]([NH:2][CH2:3][C:4]#[CH:5])([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11].[Cl:12][c:13]1[cH:14][cH:15][c:16]([Cl:17])[cH:18][c:19]1[CH2:20][N:21]1[CH2:22][CH2:23][NH:24][c:25]2[n:26][cH:27][c:28]([I:29])[cH:30][c:31]21>>[C:1]([NH:2][CH2:3][C:4]#[C:5][c:28]1[cH:27][n:26][c:25]2[c:31]([cH:30]1)[N:21]([CH2:20][c:19]1[c:13]([Cl:12])[cH:14][cH:15][c:16]([Cl:17])[cH:18]1)[CH2:22][CH2:23][NH:24]2)([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11],[C:1]([NH:2][CH2:3][C:4]#[C:5][c:28]1[cH:27][n:26][c:25]2[c:31]([cH:30]1)[N:21]([CH2:20][c:19]1[c:13]([Cl:12])[cH:14][cH:15][c:16]([Cl:17])[cH:18]1)[CH2:22][CH2:23][NH:24]2)([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11].[C:1]([NH:2][CH2:3][C:4]#[C:5][c:13]1[cH:14][cH:15][c:16]([Cl:17])[cH:18][c:19]1[CH2:20][N:21]1[CH2:22][CH2:23][NH:24][c:25]2[n:26][cH:27][c:28]([I:29])[cH:30][c:31]21)([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11].[C:1]([NH:2][CH2:3][C:4]#[C:5][c:16]1[cH:15][cH:14][c:13]([Cl:12])[c:19]([CH2:20][N:21]2[CH2:22][CH2:23][NH:24][c:25]3[n:26][cH:27][c:28]([I:29])[cH:30][c:31]32)[cH:18]1)([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11],US07601716B2
2718,465015,[Cl:1][c:2]1[n:3][c:4]([Cl:5])[c:6]2[c:7]([cH:8][cH:9][c:10]([Br:11])[cH:12]2)[n:13]1.[NH:14]1[CH2:15][CH2:16][O:17][CH2:18][CH2:19]1>ClCCl>[Cl:1][c:2]1[n:3][c:4]([N:14]2[CH2:15][CH2:16][O:17][CH2:18][CH2:19]2)[c:6]2[c:7]([cH:8][cH:9][c:10]([Br:11])[cH:12]2)[n:13]1,[Cl:1][c:2]1[n:3][c:4]([N:14]2[CH2:15][CH2:16][O:17][CH2:18][CH2:19]2)[c:6]2[c:7]([cH:8][cH:9][c:10]([Br:11])[cH:12]2)[n:13]1.[c:2]1([N:14]2[CH2:15][CH2:16][O:17][CH2:18][CH2:19]2)[n:3][c:4]([Cl:5])[c:6]2[c:7]([cH:8][cH:9][c:10]([Br:11])[cH:12]2)[n:13]1,US07615552B2
2719,466627,[F:11][c:12]1[c:13]([F:14])[cH:15][c:16]([N+:17]([O-:18])=[O:19])[c:20]([F:21])[n:22]1.[F:1][c:2]1[cH:3][cH:4][c:5]([C@@H:6]([NH2:7])[CH3:8])[cH:9][cH:10]1>C1COCC1>[F:1][c:2]1[cH:3][cH:4][c:5]([C@@H:6]([NH:7][c:20]2[c:16]([N+:17]([O-:18])=[O:19])[cH:15][c:13]([F:14])[c:12]([F:11])[n:22]2)[CH3:8])[cH:9][cH:10]1,[F:1][c:2]1[cH:3][cH:4][c:5]([C@@H:6]([NH:7][c:20]2[c:16]([N+:17]([O-:18])=[O:19])[cH:15][c:13]([F:14])[c:12]([F:11])[n:22]2)[CH3:8])[cH:9][cH:10]1.[F:1][c:2]1[cH:3][cH:4][c:5]([C@@H:6]([NH:7][c:12]2[c:13]([F:14])[cH:15][c:16]([N+:17]([O-:18])=[O:19])[c:20]([F:21])[n:22]2)[CH3:8])[cH:9][cH:10]1,US07622482B2
2720,467461,[CH3:1][NH2:2].[Cl:3][c:4]1[c:5]([N+:6]([O-:7])=[O:8])[cH:9][cH:10][c:11]([Cl:12])[c:13]1[C:14]#[N:15]>C(OCC)(=O)C>[CH3:1][NH:2][c:4]1[c:5]([N+:6]([O-:7])=[O:8])[cH:9][cH:10][c:11]([Cl:12])[c:13]1[C:14]#[N:15],[CH3:1][NH:2][c:4]1[c:5]([N+:6]([O-:7])=[O:8])[cH:9][cH:10][c:11]([Cl:12])[c:13]1[C:14]#[N:15].[CH3:1][NH:2][c:11]1[cH:10][cH:9][c:5]([N+:6]([O-:7])=[O:8])[c:4]([Cl:3])[c:13]1[C:14]#[N:15],US07625880B2
2721,467639,[CH2:1]([N:2]([CH3:3])[CH2:4][C@H:5]([OH:6])[CH3:7])[CH:8]=[CH2:9].[Cl:10][c:11]1[cH:12][c:13]([NH:14][c:15]2[c:16]3[c:17]([cH:18][cH:19][cH:20][c:21]3[F:22])[n:23][cH:24][n:25]2)[cH:26][cH:27][c:28]1[OH:29]>CC(N(C)C)=O.[H-].[Na+]>[CH2:1]([N:2]([CH3:3])[CH2:4][C@H:5]([O:6][c:21]1[c:16]2[c:15]([NH:14][c:13]3[cH:12][c:11]([Cl:10])[c:28]([OH:29])[cH:27][cH:26]3)[n:25][cH:24][n:23][c:17]2[cH:18][cH:19][cH:20]1)[CH3:7])[CH:8]=[CH2:9],[CH2:1]([N:2]([CH3:3])[CH2:4][C@H:5]([O:6][c:21]1[c:16]2[c:15]([NH:14][c:13]3[cH:12][c:11]([Cl:10])[c:28]([OH:29])[cH:27][cH:26]3)[n:25][cH:24][n:23][c:17]2[cH:18][cH:19][cH:20]1)[CH3:7])[CH:8]=[CH2:9].[CH2:1]([N:2]([CH3:3])[CH2:4][C@H:5]([O:6][c:11]1[cH:12][c:13]([NH:14][c:15]2[c:16]3[c:17]([cH:18][cH:19][cH:20][c:21]3[F:22])[n:23][cH:24][n:25]2)[cH:26][cH:27][c:28]1[OH:29])[CH3:7])[CH:8]=[CH2:9],US07625908B2
2722,467702,[Cl:1][c:2]1[cH:3][c:4]([NH:5][c:6]2[c:7]3[c:8]([cH:9][cH:10][cH:11][c:12]3[F:13])[n:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[OH:20].[NH2:21][C@@H:22]([CH3:23])[CH2:24][OH:25]>>[Cl:1][c:2]1[cH:3][c:4]([NH:5][c:6]2[c:7]3[c:8]([cH:9][cH:10][cH:11][c:12]3[O:25][CH2:24][C@@H:22]([NH2:21])[CH3:23])[n:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[OH:20],[Cl:1][c:2]1[cH:3][c:4]([NH:5][c:6]2[c:7]3[c:8]([cH:9][cH:10][cH:11][c:12]3[O:25][CH2:24][C@@H:22]([NH2:21])[CH3:23])[n:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[OH:20].[c:2]1([O:25][CH2:24][C@@H:22]([NH2:21])[CH3:23])[cH:3][c:4]([NH:5][c:6]2[c:7]3[c:8]([cH:9][cH:10][cH:11][c:12]3[F:13])[n:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[OH:20],US07625908B2
2723,467716,[CH2:1]([CH2:2][NH2:3])[OH:4].[Cl:5][c:6]1[cH:7][c:8]([NH:9][c:10]2[c:11]3[c:12]([cH:13][cH:14][cH:15][c:16]3[F:17])[n:18][cH:19][n:20]2)[cH:21][cH:22][c:23]1[OH:24]>>[CH2:1]([CH2:2][NH2:3])[O:4][c:16]1[c:11]2[c:10]([NH:9][c:8]3[cH:7][c:6]([Cl:5])[c:23]([OH:24])[cH:22][cH:21]3)[n:20][cH:19][n:18][c:12]2[cH:13][cH:14][cH:15]1,[CH2:1]([CH2:2][NH2:3])[O:4][c:16]1[c:11]2[c:10]([NH:9][c:8]3[cH:7][c:6]([Cl:5])[c:23]([OH:24])[cH:22][cH:21]3)[n:20][cH:19][n:18][c:12]2[cH:13][cH:14][cH:15]1.[CH2:1]([CH2:2][NH2:3])[O:4][c:6]1[cH:7][c:8]([NH:9][c:10]2[c:11]3[c:12]([cH:13][cH:14][cH:15][c:16]3[F:17])[n:18][cH:19][n:20]2)[cH:21][cH:22][c:23]1[OH:24],US07625908B2
2724,467720,[Cl:1][c:2]1[cH:3][c:4]([NH:5][c:6]2[c:7]3[c:8]([cH:9][cH:10][cH:11][c:12]3[F:13])[n:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[OH:20].[NH2:21][C@H:22]([CH3:23])[CH2:24][OH:25]>>[Cl:1][c:2]1[cH:3][c:4]([NH:5][c:6]2[c:7]3[c:8]([cH:9][cH:10][cH:11][c:12]3[O:25][CH2:24][C@H:22]([NH2:21])[CH3:23])[n:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[OH:20],[Cl:1][c:2]1[cH:3][c:4]([NH:5][c:6]2[c:7]3[c:8]([cH:9][cH:10][cH:11][c:12]3[O:25][CH2:24][C@H:22]([NH2:21])[CH3:23])[n:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[OH:20].[c:2]1([O:25][CH2:24][C@H:22]([NH2:21])[CH3:23])[cH:3][c:4]([NH:5][c:6]2[c:7]3[c:8]([cH:9][cH:10][cH:11][c:12]3[F:13])[n:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[OH:20],US07625908B2
2725,468594,[F:1][c:2]1[c:3]([F:4])[cH:5][c:6]([I:7])[cH:8][c:9]1[C:10]([N:11]([CH3:12])[CH3:13])=[O:14].[NH2:15][C@H:16]1[CH2:17][CH2:18][C@H:19]([OH:20])[CH2:21][CH2:22]1>Cl.ClCCl>[c:2]1([NH:15][CH:16]2[CH2:17][CH2:18][CH:19]([OH:20])[CH2:21][CH2:22]2)[c:3]([F:4])[cH:5][c:6]([I:7])[cH:8][c:9]1[C:10]([N:11]([CH3:12])[CH3:13])=[O:14],[c:2]1([NH:15][CH:16]2[CH2:17][CH2:18][CH:19]([OH:20])[CH2:21][CH2:22]2)[c:3]([F:4])[cH:5][c:6]([I:7])[cH:8][c:9]1[C:10]([N:11]([CH3:12])[CH3:13])=[O:14].[F:1][c:2]1[c:3]([NH:15][CH:16]2[CH2:17][CH2:18][CH:19]([OH:20])[CH2:21][CH2:22]2)[cH:5][c:6]([I:7])[cH:8][c:9]1[C:10]([N:11]([CH3:12])[CH3:13])=[O:14].[F:1][c:2]1[c:3]([F:4])[cH:5][c:6]([NH:15][CH:16]2[CH2:17][CH2:18][CH:19]([OH:20])[CH2:21][CH2:22]2)[cH:8][c:9]1[C:10]([N:11]([CH3:12])[CH3:13])=[O:14],US07626021B2
2726,468884,[CH3:1][N:2]1[CH2:3][CH2:4][NH:5][CH2:6][CH2:7]1.[F:8][c:9]1[c:10]([F:11])[c:12]2[c:13]3[n:14]([cH:15][c:16]([C:17]([OH:18])=[O:19])[c:20](=[O:21])[c:22]3[cH:23]1)[C@@H:24]([CH3:25])[CH2:26][O:27]2>C(O)C(C)C>[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:10]2[c:9]([F:8])[cH:23][c:22]3[c:13]4[c:12]2[O:27][CH2:26][C@H:24]([CH3:25])[n:14]4[cH:15][c:16]([C:17]([OH:18])=[O:19])[c:20]3=[O:21])[CH2:6][CH2:7]1,[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:10]2[c:9]([F:8])[cH:23][c:22]3[c:13]4[c:12]2[O:27][CH2:26][C@H:24]([CH3:25])[n:14]4[cH:15][c:16]([C:17]([OH:18])=[O:19])[c:20]3=[O:21])[CH2:6][CH2:7]1.[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:9]2[c:10]([F:11])[c:12]3[c:13]4[n:14]([cH:15][c:16]([C:17]([OH:18])=[O:19])[c:20](=[O:21])[c:22]4[cH:23]2)[C@@H:24]([CH3:25])[CH2:26][O:27]3)[CH2:6][CH2:7]1,US07629458B2
2727,470797,[CH3:1][O:2][C:3]([c:4]1[c:5]([O:6][CH3:7])[c:8]([Cl:9])[n:10][c:11]([Cl:12])[n:13]1)=[O:14].[NH3:15]>C(Cl)(Cl)Cl.CO>[CH3:1][O:2][C:3]([c:4]1[c:5]([O:6][CH3:7])[c:8]([NH2:15])[n:10][c:11]([Cl:12])[n:13]1)=[O:14],[CH3:1][O:2][C:3]([c:4]1[c:5]([O:6][CH3:7])[c:8]([NH2:15])[n:10][c:11]([Cl:12])[n:13]1)=[O:14].[CH3:1][O:2][C:3]([c:4]1[c:5]([O:6][CH3:7])[c:8]([Cl:9])[n:10][c:11]([NH2:15])[n:13]1)=[O:14],US07642220B2
2728,469638,[Cl:10][c:11]1[cH:12][c:13]([S:14]([CH:15]2[CH2:16][CH2:17][NH:18][CH2:19][CH2:20]2)(=[O:21])=[O:22])[cH:23][cH:24][c:25]1[Cl:26].[Cl:1][c:2]1[cH:3][n:4][cH:5][c:6]([Cl:7])[c:8]1[Cl:9]>>[Cl:1][c:2]1[cH:3][n:4][cH:5][c:6]([Cl:7])[c:8]1[N:18]1[CH2:17][CH2:16][CH:15]([S:14]([c:13]2[cH:12][c:11]([Cl:10])[c:25]([Cl:26])[cH:24][cH:23]2)(=[O:21])=[O:22])[CH2:20][CH2:19]1,[Cl:1][c:2]1[cH:3][n:4][cH:5][c:6]([Cl:7])[c:8]1[N:18]1[CH2:17][CH2:16][CH:15]([S:14]([c:13]2[cH:12][c:11]([Cl:10])[c:25]([Cl:26])[cH:24][cH:23]2)(=[O:21])=[O:22])[CH2:20][CH2:19]1.[Cl:1][c:2]1[cH:3][n:4][cH:5][c:6]([N:18]2[CH2:17][CH2:16][CH:15]([S:14]([c:13]3[cH:12][c:11]([Cl:10])[c:25]([Cl:26])[cH:24][cH:23]3)(=[O:21])=[O:22])[CH2:20][CH2:19]2)[c:8]1[Cl:9].[c:11]12[cH:12][c:13]([cH:23][cH:24][c:25]1[Cl:26])[S:14](=[O:21])(=[O:22])[CH:15]1[CH2:16][CH2:17][N:18]2[CH2:19][CH2:20]1.[Cl:10][c:11]1[cH:12][c:13]2[cH:23][cH:24][c:25]1[N:18]1[CH2:17][CH2:16][CH:15]([S:14]2(=[O:21])=[O:22])[CH2:20][CH2:19]1,US07632838B2
2729,478518,[Br:1][c:2]1[n:3][c:4]([Br:5])[c:6]2[n:7]([n:8][c:9](-[c:10]3[o:11][cH:12][cH:13][cH:14]3)[n:15]2)[cH:16]1.[NH3:17]>O1CCOCC1>[Br:1][c:2]1[n:3][c:4]([NH2:17])[c:6]2[n:7]([n:8][c:9](-[c:10]3[o:11][cH:12][cH:13][cH:14]3)[n:15]2)[cH:16]1,[Br:1][c:2]1[n:3][c:4]([NH2:17])[c:6]2[n:7]([n:8][c:9](-[c:10]3[o:11][cH:12][cH:13][cH:14]3)[n:15]2)[cH:16]1.[c:2]1([NH2:17])[n:3][c:4]([Br:5])[c:6]2[n:7]([n:8][c:9](-[c:10]3[o:11][cH:12][cH:13][cH:14]3)[n:15]2)[cH:16]1,US07674791B2
2730,478685,[CH2:1]([n:2]1[c:3]2[c:4]([cH:5][c:6]([OH:7])[cH:8][cH:9]2)[cH:10][cH:11]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1.[Cl:18][c:19]1[cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][cH:27][c:28]1[F:29]>CN(C=O)C>[CH2:1]([n:2]1[c:3]2[c:4]([cH:5][c:6]([O:7][c:28]3[c:19]([Cl:18])[cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][cH:27]3)[cH:8][cH:9]2)[cH:10][cH:11]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[CH2:1]([n:2]1[c:3]2[c:4]([cH:5][c:6]([O:7][c:28]3[c:19]([Cl:18])[cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][cH:27]3)[cH:8][cH:9]2)[cH:10][cH:11]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1.[CH2:1]([n:2]1[c:3]2[c:4]([cH:5][c:6]([O:7][c:19]3[cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][cH:27][c:28]3[F:29])[cH:8][cH:9]2)[cH:10][cH:11]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,US07674818B2
2731,481064,[CH2:1]([NH2:2])[CH3:3].[Cl:4][c:5]1[c:6]([N+:7]([O-:8])=[O:9])[cH:10][cH:11][c:12]([Cl:13])[c:14]1[C:15]#[N:16]>C1COCC1.CCOC(C)=O>[CH2:1]([NH:2][c:5]1[c:6]([N+:7]([O-:8])=[O:9])[cH:10][cH:11][c:12]([Cl:13])[c:14]1[C:15]#[N:16])[CH3:3],[CH2:1]([NH:2][c:5]1[c:6]([N+:7]([O-:8])=[O:9])[cH:10][cH:11][c:12]([Cl:13])[c:14]1[C:15]#[N:16])[CH3:3].[CH2:1]([NH:2][c:12]1[cH:11][cH:10][c:6]([N+:7]([O-:8])=[O:9])[c:5]([Cl:4])[c:14]1[C:15]#[N:16])[CH3:3],US07687638B2
2732,482150,[CH2:1]([O:2][C:3](=[O:4])[N:5]([CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[c:13]1[cH:14][c:15]([Cl:16])[n:17][c:18]([Cl:19])[c:20]1[N+:21]([O-:22])=[O:23])[CH3:24].[NH3:25]>C1COCC1>[CH2:1]([O:2][C:3](=[O:4])[N:5]([CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[c:13]1[cH:14][c:15]([Cl:16])[n:17][c:18]([NH2:25])[c:20]1[N+:21]([O-:22])=[O:23])[CH3:24],[CH2:1]([O:2][C:3](=[O:4])[N:5]([CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[c:13]1[cH:14][c:15]([Cl:16])[n:17][c:18]([NH2:25])[c:20]1[N+:21]([O-:22])=[O:23])[CH3:24].[CH2:1]([O:2][C:3](=[O:4])[N:5]([CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[c:13]1[cH:14][c:15]([NH2:25])[n:17][c:18]([Cl:19])[c:20]1[N+:21]([O-:22])=[O:23])[CH3:24],US07691877B2
2733,485209,[F:1][c:2]1[cH:3][cH:4][c:5]([C:6]([NH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[C:14]([NH:15][c:16]2[cH:17][cH:18][c:19]([Cl:20])[cH:21][n:22]2)=[O:23])=[O:24])[c:25]([O:26][CH:27]2[CH2:28][CH2:29][N:30]([C:31]([O:32][C:33]([CH3:34])([CH3:35])[CH3:36])=[O:37])[CH2:38][CH2:39]2)[cH:40]1.[NH:41]1[CH2:42][CH2:43][CH2:44][CH2:45]1>>[c:2]1([N:41]2[CH2:42][CH2:43][CH2:44][CH2:45]2)[cH:3][cH:4][c:5]([C:6]([NH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[C:14]([NH:15][c:16]2[cH:17][cH:18][c:19]([Cl:20])[cH:21][n:22]2)=[O:23])=[O:24])[c:25]([O:26][CH:27]2[CH2:28][CH2:29][N:30]([C:31]([O:32][C:33]([CH3:34])([CH3:35])[CH3:36])=[O:37])[CH2:38][CH2:39]2)[cH:40]1,[c:2]1([N:41]2[CH2:42][CH2:43][CH2:44][CH2:45]2)[cH:3][cH:4][c:5]([C:6]([NH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[C:14]([NH:15][c:16]2[cH:17][cH:18][c:19]([Cl:20])[cH:21][n:22]2)=[O:23])=[O:24])[c:25]([O:26][CH:27]2[CH2:28][CH2:29][N:30]([C:31]([O:32][C:33]([CH3:34])([CH3:35])[CH3:36])=[O:37])[CH2:38][CH2:39]2)[cH:40]1.[F:1][c:2]1[cH:3][cH:4][c:5]([C:6]([NH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[C:14]([NH:15][c:16]2[cH:17][cH:18][c:19]([N:41]3[CH2:42][CH2:43][CH2:44][CH2:45]3)[cH:21][n:22]2)=[O:23])=[O:24])[c:25]([O:26][CH:27]2[CH2:28][CH2:29][N:30]([C:31]([O:32][C:33]([CH3:34])([CH3:35])[CH3:36])=[O:37])[CH2:38][CH2:39]2)[cH:40]1,US07700628B2
2734,485207,[F:1][c:2]1[cH:3][cH:4][c:5]([C:6]([NH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[C:14]([NH:15][c:16]2[cH:17][cH:18][c:19]([Cl:20])[cH:21][n:22]2)=[O:23])=[O:24])[c:25]([O:26][CH:27]2[CH2:28][CH2:29][N:30]([C:31]([O:32][C:33]([CH3:34])([CH3:35])[CH3:36])=[O:37])[CH2:38][CH2:39]2)[cH:40]1.[NH:41]1[CH2:42][CH2:43][O:44][CH2:45][CH2:46]1>C(Cl)Cl>[c:2]1([N:41]2[CH2:42][CH2:43][O:44][CH2:45][CH2:46]2)[cH:3][cH:4][c:5]([C:6]([NH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[C:14]([NH:15][c:16]2[cH:17][cH:18][c:19]([Cl:20])[cH:21][n:22]2)=[O:23])=[O:24])[c:25]([O:26][CH:27]2[CH2:28][CH2:29][N:30]([C:31]([O:32][C:33]([CH3:34])([CH3:35])[CH3:36])=[O:37])[CH2:38][CH2:39]2)[cH:40]1,[c:2]1([N:41]2[CH2:42][CH2:43][O:44][CH2:45][CH2:46]2)[cH:3][cH:4][c:5]([C:6]([NH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[C:14]([NH:15][c:16]2[cH:17][cH:18][c:19]([Cl:20])[cH:21][n:22]2)=[O:23])=[O:24])[c:25]([O:26][CH:27]2[CH2:28][CH2:29][N:30]([C:31]([O:32][C:33]([CH3:34])([CH3:35])[CH3:36])=[O:37])[CH2:38][CH2:39]2)[cH:40]1.[F:1][c:2]1[cH:3][cH:4][c:5]([C:6]([NH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[C:14]([NH:15][c:16]2[cH:17][cH:18][c:19]([N:41]3[CH2:42][CH2:43][O:44][CH2:45][CH2:46]3)[cH:21][n:22]2)=[O:23])=[O:24])[c:25]([O:26][CH:27]2[CH2:28][CH2:29][N:30]([C:31]([O:32][C:33]([CH3:34])([CH3:35])[CH3:36])=[O:37])[CH2:38][CH2:39]2)[cH:40]1,US07700628B2
2735,486376,[Cl:1][c:2]1[c:3]([F:4])[c:5]([C:6]#[N:7])[cH:8][cH:9][n:10]1.[NH:11]1[CH2:12][CH2:13][CH2:14][CH2:15]1>>[Cl:1][c:2]1[c:3]([N:11]2[CH2:12][CH2:13][CH2:14][CH2:15]2)[c:5]([C:6]#[N:7])[cH:8][cH:9][n:10]1,[Cl:1][c:2]1[c:3]([N:11]2[CH2:12][CH2:13][CH2:14][CH2:15]2)[c:5]([C:6]#[N:7])[cH:8][cH:9][n:10]1.[c:2]1([N:11]2[CH2:12][CH2:13][CH2:14][CH2:15]2)[c:3]([F:4])[c:5]([C:6]#[N:7])[cH:8][cH:9][n:10]1,US07704997B1
2736,487199,[CH3:1][CH:2]1[CH2:3][CH2:4][NH:5][CH2:6][CH2:7]1.[Cl:8][c:9]1[c:10]([N+:11]([O-:12])=[O:13])[cH:14][cH:15][c:16]([Cl:17])[n:18]1>C(O)C>[CH3:1][CH:2]1[CH2:3][CH2:4][N:5]([c:9]2[c:10]([N+:11]([O-:12])=[O:13])[cH:14][cH:15][c:16]([Cl:17])[n:18]2)[CH2:6][CH2:7]1,[CH3:1][CH:2]1[CH2:3][CH2:4][N:5]([c:9]2[c:10]([N+:11]([O-:12])=[O:13])[cH:14][cH:15][c:16]([Cl:17])[n:18]2)[CH2:6][CH2:7]1.[CH3:1][CH:2]1[CH2:3][CH2:4][N:5]([c:16]2[cH:15][cH:14][c:10]([N+:11]([O-:12])=[O:13])[c:9]([Cl:8])[n:18]2)[CH2:6][CH2:7]1,US07705042B2
2737,487145,[CH3:1][CH:2]1[CH2:3][CH2:4][NH:5][CH2:6][CH2:7]1.[Cl:8][c:9]1[cH:10][cH:11][c:12]([N+:13]([O-:14])=[O:15])[c:16]([F:17])[cH:18]1>CCO>[CH3:1][CH:2]1[CH2:3][CH2:4][N:5]([c:16]2[c:12]([N+:13]([O-:14])=[O:15])[cH:11][cH:10][c:9]([Cl:8])[cH:18]2)[CH2:6][CH2:7]1,[CH3:1][CH:2]1[CH2:3][CH2:4][N:5]([c:16]2[c:12]([N+:13]([O-:14])=[O:15])[cH:11][cH:10][c:9]([Cl:8])[cH:18]2)[CH2:6][CH2:7]1.[CH3:1][CH:2]1[CH2:3][CH2:4][N:5]([c:9]2[cH:10][cH:11][c:12]([N+:13]([O-:14])=[O:15])[c:16]([F:17])[cH:18]2)[CH2:6][CH2:7]1,US07705042B2
2738,487843,[CH2:1]([SH:2])[CH3:3].[Cl:4][c:5]1[n:6][c:7]([C:8]([O:9][CH3:10])=[O:11])[cH:12][c:13]([Cl:14])[n:15]1>C1COCC1.CCOC(C)=O.O>[CH2:1]([S:2][c:13]1[cH:12][c:7]([C:8]([O:9][CH3:10])=[O:11])[n:6][c:5]([Cl:4])[n:15]1)[CH3:3],[CH2:1]([S:2][c:13]1[cH:12][c:7]([C:8]([O:9][CH3:10])=[O:11])[n:6][c:5]([Cl:4])[n:15]1)[CH3:3].[CH2:1]([S:2][c:5]1[n:6][c:7]([C:8]([O:9][CH3:10])=[O:11])[cH:12][c:13]([Cl:14])[n:15]1)[CH3:3],US07709503B2
