,reaction_id,rxn_smiles,products_run,PatentNumber
3645,493695,[CH2:1]([O:2][c:3]1[c:4]([CH2:5][CH:6]([OH:7])[CH2:8][OH:9])[c:10]([Cl:11])[cH:12][c:13]2[c:14]1[CH2:15][CH2:16][CH2:17]2)[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.[c:24]1([CH3:25])[cH:26][cH:27][c:28]([S:29]([Cl:30])(=[O:31])=[O:32])[cH:33][cH:34]1>N1C=CC=CC=1>[CH2:1]([O:2][c:3]1[c:4]([CH2:5][CH:6]([OH:7])[CH2:8][O:9][S:29]([c:28]2[cH:27][cH:26][c:24]([CH3:25])[cH:34][cH:33]2)(=[O:31])=[O:32])[c:10]([Cl:11])[cH:12][c:13]2[c:14]1[CH2:15][CH2:16][CH2:17]2)[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1,[CH2:1]([O:2][c:3]1[c:4]([CH2:5][CH:6]([OH:7])[CH2:8][O:9][S:29]([c:28]2[cH:27][cH:26][c:24]([CH3:25])[cH:34][cH:33]2)(=[O:31])=[O:32])[c:10]([Cl:11])[cH:12][c:13]2[c:14]1[CH2:15][CH2:16][CH2:17]2)[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.[CH2:1]([O:2][c:3]1[c:4]([CH2:5][CH:6]([O:7][S:29]([c:28]2[cH:27][cH:26][c:24]([CH3:25])[cH:34][cH:33]2)(=[O:31])=[O:32])[CH2:8][OH:9])[c:10]([Cl:11])[cH:12][c:13]2[c:14]1[CH2:15][CH2:16][CH2:17]2)[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1,US07728155B2
3646,495236,[CH3:1][CH:2]1[CH2:3][NH:4][CH2:5][CH:6]([CH3:7])[NH:8]1.[F:9][c:10]1[cH:11][cH:12][c:13]([C:14]([O:15][CH2:16][CH3:17])=[O:18])[cH:19][cH:20]1>CS(C)=O>[CH3:1][CH:2]1[CH2:3][N:4]([c:10]2[cH:11][cH:12][c:13]([C:14]([O:15][CH2:16][CH3:17])=[O:18])[cH:19][cH:20]2)[CH2:5][CH:6]([CH3:7])[NH:8]1,[CH3:1][CH:2]1[CH2:3][N:4]([c:10]2[cH:11][cH:12][c:13]([C:14]([O:15][CH2:16][CH3:17])=[O:18])[cH:19][cH:20]2)[CH2:5][CH:6]([CH3:7])[NH:8]1.[CH3:1][CH:2]1[CH2:3][NH:4][CH2:5][CH:6]([CH3:7])[N:8]1[c:10]1[cH:11][cH:12][c:13]([C:14]([O:15][CH2:16][CH3:17])=[O:18])[cH:19][cH:20]1,US07737149B2
3647,495320,[CH2:1]([O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([F:9])[cH:10][cH:11]1)[CH3:12].[CH3:13][C@H:14]1[CH2:15][NH:16][CH2:17][C@@H:18]([CH3:19])[NH:20]1>CS(C)=O>[CH2:1]([O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([N:16]2[CH2:15][C@H:14]([CH3:13])[NH:20][C@H:18]([CH3:19])[CH2:17]2)[cH:10][cH:11]1)[CH3:12],[CH2:1]([O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([N:16]2[CH2:15][C@H:14]([CH3:13])[NH:20][C@H:18]([CH3:19])[CH2:17]2)[cH:10][cH:11]1)[CH3:12].[CH2:1]([O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([N:20]2[C@@H:14]([CH3:13])[CH2:15][NH:16][CH2:17][C@H:18]2[CH3:19])[cH:10][cH:11]1)[CH3:12],US07737149B2
3648,498856,[CH:1]1([NH:2][C:3](=[O:4])[c:5]2[cH:6][cH:7][c:8]([CH3:9])[c:10](-[n:11]3[c:12](=[O:13])[c:14]4[c:15]([cH:16][cH:17][c:18]([O:19][CH2:20][C:21]([OH:22])([CH3:23])[CH2:24][OH:25])[cH:26]4)[n:27][cH:28]3)[cH:29]2)[CH2:30][CH2:31]1.[c:32]1([CH3:33])[cH:34][cH:35][c:36]([S:37]([Cl:38])(=[O:39])=[O:40])[cH:41][cH:42]1>N1C=CC=CC=1.CN(C)C1C=CN=CC=1>[CH:1]1([NH:2][C:3](=[O:4])[c:5]2[cH:6][cH:7][c:8]([CH3:9])[c:10](-[n:11]3[c:12](=[O:13])[c:14]4[c:15]([cH:16][cH:17][c:18]([O:19][CH2:20][C:21]([OH:22])([CH3:23])[CH2:24][O:25][S:37]([c:36]5[cH:35][cH:34][c:32]([CH3:33])[cH:42][cH:41]5)(=[O:39])=[O:40])[cH:26]4)[n:27][cH:28]3)[cH:29]2)[CH2:30][CH2:31]1,[CH:1]1([NH:2][C:3](=[O:4])[c:5]2[cH:6][cH:7][c:8]([CH3:9])[c:10](-[n:11]3[c:12](=[O:13])[c:14]4[c:15]([cH:16][cH:17][c:18]([O:19][CH2:20][C:21]([OH:22])([CH3:23])[CH2:24][O:25][S:37]([c:36]5[cH:35][cH:34][c:32]([CH3:33])[cH:42][cH:41]5)(=[O:39])=[O:40])[cH:26]4)[n:27][cH:28]3)[cH:29]2)[CH2:30][CH2:31]1.[CH:1]1([NH:2][C:3](=[O:4])[c:5]2[cH:6][cH:7][c:8]([CH3:9])[c:10](-[n:11]3[c:12](=[O:13])[c:14]4[c:15]([cH:16][cH:17][c:18]([O:19][CH2:20][C:21]([O:22][S:37]([c:36]5[cH:35][cH:34][c:32]([CH3:33])[cH:42][cH:41]5)(=[O:39])=[O:40])([CH3:23])[CH2:24][OH:25])[cH:26]4)[n:27][cH:28]3)[cH:29]2)[CH2:30][CH2:31]1,US07750154B2
3649,498866,[CH2:1]=[O:2].[CH:3]1([NH:4][C:5](=[O:6])[c:7]2[cH:8][cH:9][c:10]([CH3:11])[c:12](-[n:13]3[c:14](=[O:15])[c:16]4[c:17]([cH:18][cH:19][c:20]([O:21][CH2:22][C@@H:23]5[CH2:24][CH2:25][CH2:26][NH:27]5)[cH:28]4)[n:29][cH:30]3)[cH:31]2)[CH2:32][CH2:33]1>C(O)=O>[CH3:1][N:27]1[C@H:23]([CH2:22][O:21][c:20]2[cH:19][cH:18][c:17]3[c:16]([c:14](=[O:15])[n:13](-[c:12]4[c:10]([CH3:11])[cH:9][cH:8][c:7]([C:5]([NH:4][CH:3]5[CH2:32][CH2:33]5)=[O:6])[cH:31]4)[cH:30][n:29]3)[cH:28]2)[CH2:24][CH2:25][CH2:26]1,[CH3:1][N:27]1[C@H:23]([CH2:22][O:21][c:20]2[cH:19][cH:18][c:17]3[c:16]([c:14](=[O:15])[n:13](-[c:12]4[c:10]([CH3:11])[cH:9][cH:8][c:7]([C:5]([NH:4][CH:3]5[CH2:32][CH2:33]5)=[O:6])[cH:31]4)[cH:30][n:29]3)[cH:28]2)[CH2:24][CH2:25][CH2:26]1.[CH3:1][N:4]([CH:3]1[CH2:32][CH2:33]1)[C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([CH3:11])[c:12](-[n:13]2[c:14](=[O:15])[c:16]3[c:17]([cH:18][cH:19][c:20]([O:21][CH2:22][C@@H:23]4[CH2:24][CH2:25][CH2:26][NH:27]4)[cH:28]3)[n:29][cH:30]2)[cH:31]1,US07750154B2
3650,498869,[CH2:1]=[O:2].[CH:3]1([NH:4][C:5](=[O:6])[c:7]2[cH:8][cH:9][c:10]([CH3:11])[c:12](-[n:13]3[c:14](=[O:15])[c:16]4[c:17]([cH:18][cH:19][c:20]([O:21][CH2:22][C@H:23]5[CH2:24][CH2:25][CH2:26][NH:27]5)[cH:28]4)[n:29][cH:30]3)[cH:31]2)[CH2:32][CH2:33]1>C(O)=O>[CH3:1][N:27]1[C@@H:23]([CH2:22][O:21][c:20]2[cH:19][cH:18][c:17]3[c:16]([c:14](=[O:15])[n:13](-[c:12]4[c:10]([CH3:11])[cH:9][cH:8][c:7]([C:5]([NH:4][CH:3]5[CH2:32][CH2:33]5)=[O:6])[cH:31]4)[cH:30][n:29]3)[cH:28]2)[CH2:24][CH2:25][CH2:26]1,[CH3:1][N:27]1[C@@H:23]([CH2:22][O:21][c:20]2[cH:19][cH:18][c:17]3[c:16]([c:14](=[O:15])[n:13](-[c:12]4[c:10]([CH3:11])[cH:9][cH:8][c:7]([C:5]([NH:4][CH:3]5[CH2:32][CH2:33]5)=[O:6])[cH:31]4)[cH:30][n:29]3)[cH:28]2)[CH2:24][CH2:25][CH2:26]1.[CH3:1][N:4]([CH:3]1[CH2:32][CH2:33]1)[C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([CH3:11])[c:12](-[n:13]2[c:14](=[O:15])[c:16]3[c:17]([cH:18][cH:19][c:20]([O:21][CH2:22][C@H:23]4[CH2:24][CH2:25][CH2:26][NH:27]4)[cH:28]3)[n:29][cH:30]2)[cH:31]1,US07750154B2
3651,498873,[CH2:1]=[O:2].[CH:3]1([NH:4][C:5](=[O:6])[c:7]2[cH:8][cH:9][c:10]([CH3:11])[c:12](-[n:13]3[c:14](=[O:15])[c:16]4[c:17]([cH:18][cH:19][c:20]([C:21]5=[CH:22][CH2:23][NH:24][CH2:25][CH2:26]5)[cH:27]4)[n:28][cH:29]3)[cH:30]2)[CH2:31][CH2:32]1>C(O)=O>[CH3:1][N:24]1[CH2:23][CH:22]=[C:21]([c:20]2[cH:19][cH:18][c:17]3[c:16]([c:14](=[O:15])[n:13](-[c:12]4[c:10]([CH3:11])[cH:9][cH:8][c:7]([C:5]([NH:4][CH:3]5[CH2:31][CH2:32]5)=[O:6])[cH:30]4)[cH:29][n:28]3)[cH:27]2)[CH2:26][CH2:25]1,[CH3:1][N:24]1[CH2:23][CH:22]=[C:21]([c:20]2[cH:19][cH:18][c:17]3[c:16]([c:14](=[O:15])[n:13](-[c:12]4[c:10]([CH3:11])[cH:9][cH:8][c:7]([C:5]([NH:4][CH:3]5[CH2:31][CH2:32]5)=[O:6])[cH:30]4)[cH:29][n:28]3)[cH:27]2)[CH2:26][CH2:25]1.[CH3:1][N:4]([CH:3]1[CH2:31][CH2:32]1)[C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([CH3:11])[c:12](-[n:13]2[c:14](=[O:15])[c:16]3[c:17]([cH:18][cH:19][c:20]([C:21]4=[CH:22][CH2:23][NH:24][CH2:25][CH2:26]4)[cH:27]3)[n:28][cH:29]2)[cH:30]1,US07750154B2
3652,499860,[CH3:1][C:2]([CH3:3])([CH3:4])[C:5]([Cl:6])=[O:7].[CH3:8][O:9][C:10](=[O:11])[c:12]1[cH:13][cH:14][cH:15][c:16]([NH2:17])[c:18]1[NH2:19]>N1C=CC=CC=1>[CH3:1][C:2]([CH3:3])([CH3:4])[C:5](=[O:7])[NH:17][c:16]1[cH:15][cH:14][cH:13][c:12]([C:10]([O:9][CH3:8])=[O:11])[c:18]1[NH2:19],[CH3:1][C:2]([CH3:3])([CH3:4])[C:5](=[O:7])[NH:17][c:16]1[cH:15][cH:14][cH:13][c:12]([C:10]([O:9][CH3:8])=[O:11])[c:18]1[NH2:19].[CH3:1][C:2]([CH3:3])([CH3:4])[C:5](=[O:7])[NH:19][c:18]1[c:12]([C:10]([O:9][CH3:8])=[O:11])[cH:13][cH:14][cH:15][c:16]1[NH2:17],US07759363B2
3653,500013,[Br:1][CH2:2][C:3]([O:4][CH2:5][CH3:6])=[O:7].[OH:8][c:9]1[c:10]([CH2:11][CH2:12][CH3:13])[c:14]([OH:15])[cH:16][cH:17][c:18]1[C:19](=[O:20])[CH3:21]>>[CH2:2]([C:3]([O:4][CH2:5][CH3:6])=[O:7])[O:15][c:14]1[c:10]([CH2:11][CH2:12][CH3:13])[c:9]([OH:8])[c:18]([C:19](=[O:20])[CH3:21])[cH:17][cH:16]1,[CH2:2]([C:3]([O:4][CH2:5][CH3:6])=[O:7])[O:15][c:14]1[c:10]([CH2:11][CH2:12][CH3:13])[c:9]([OH:8])[c:18]([C:19](=[O:20])[CH3:21])[cH:17][cH:16]1.[CH2:2]([C:3]([O:4][CH2:5][CH3:6])=[O:7])[O:8][c:9]1[c:10]([CH2:11][CH2:12][CH3:13])[c:14]([OH:15])[cH:16][cH:17][c:18]1[C:19](=[O:20])[CH3:21],US07759387B2
3654,501298,[CH2:1]([NH2:2])[CH:3]([NH2:4])[CH3:5].[CH3:6][O:7][C:8]([c:9]1[n:10][n:11][c:12]([N:13]2[CH2:14][CH2:15][N:16]([C:17](=[O:18])[c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]3[C:25]([F:26])([F:27])[F:28])[CH2:29][CH2:30]2)[cH:31][cH:32]1)=[O:33]>>[CH2:1]([NH:2][C:8]([c:9]1[n:10][n:11][c:12]([N:13]2[CH2:14][CH2:15][N:16]([C:17](=[O:18])[c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]3[C:25]([F:26])([F:27])[F:28])[CH2:29][CH2:30]2)[cH:31][cH:32]1)=[O:33])[CH:3]([NH2:4])[CH3:5],[CH2:1]([NH:2][C:8]([c:9]1[n:10][n:11][c:12]([N:13]2[CH2:14][CH2:15][N:16]([C:17](=[O:18])[c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]3[C:25]([F:26])([F:27])[F:28])[CH2:29][CH2:30]2)[cH:31][cH:32]1)=[O:33])[CH:3]([NH2:4])[CH3:5].[CH2:1]([NH2:2])[CH:3]([NH:4][C:8]([c:9]1[n:10][n:11][c:12]([N:13]2[CH2:14][CH2:15][N:16]([C:17](=[O:18])[c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]3[C:25]([F:26])([F:27])[F:28])[CH2:29][CH2:30]2)[cH:31][cH:32]1)=[O:33])[CH3:5],US07767677B2
3655,501579,[F:1][c:2]1[cH:3][cH:4][cH:5][cH:6][n:7]1.[NH:8]1[CH2:9][CH2:10][CH:11]([NH:12][C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:20]1>CCOCC>[c:2]1([N:8]2[CH2:9][CH2:10][CH:11]([NH:12][C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:20]2)[cH:3][cH:4][cH:5][cH:6][n:7]1,[c:2]1([N:8]2[CH2:9][CH2:10][CH:11]([NH:12][C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:20]2)[cH:3][cH:4][cH:5][cH:6][n:7]1.[c:2]1([N:12]([CH:11]2[CH2:10][CH2:9][NH:8][CH2:20]2)[C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[cH:3][cH:4][cH:5][cH:6][n:7]1,US07767675B2
3656,502684,[CH2:1]([O:2][c:3]1[cH:4][c:5]([CH:6]=[O:7])[cH:8][cH:9][c:10]1[OH:11])[CH3:12].[CH3:13][c:14]1[cH:15][n:16][cH:17][c:18]([C:19]([NH:20][CH:21]2[CH2:22][CH2:23][NH:24][CH2:25][CH2:26]2)=[O:27])[cH:28]1>>[CH2:1]([O:2][c:3]1[cH:4][c:5]([CH2:6][N:24]2[CH2:23][CH2:22][CH:21]([NH:20][C:19]([c:18]3[cH:17][n:16][cH:15][c:14]([CH3:13])[cH:28]3)=[O:27])[CH2:26][CH2:25]2)[cH:8][cH:9][c:10]1[OH:11])[CH3:12],[CH2:1]([O:2][c:3]1[cH:4][c:5]([CH2:6][N:24]2[CH2:23][CH2:22][CH:21]([NH:20][C:19]([c:18]3[cH:17][n:16][cH:15][c:14]([CH3:13])[cH:28]3)=[O:27])[CH2:26][CH2:25]2)[cH:8][cH:9][c:10]1[OH:11])[CH3:12].[CH2:1]([O:2][c:3]1[cH:4][c:5]([CH2:6][N:20]([C:19]([c:18]2[cH:17][n:16][cH:15][c:14]([CH3:13])[cH:28]2)=[O:27])[CH:21]2[CH2:22][CH2:23][NH:24][CH2:25][CH2:26]2)[cH:8][cH:9][c:10]1[OH:11])[CH3:12],US07772253B2
3657,504287,[CH3:1][O:2][C:3]([c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][CH2:11][CH2:12][C:13]2=[O:14])=[O:15].[o:16]1[cH:17][cH:18][cH:19][c:20]1[CH:21]=[O:22]>>[CH3:1][O:2][C:3]([c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][CH2:11][C:12](=[CH:21][c:20]1[o:16][cH:17][cH:18][cH:19]1)[C:13]2=[O:14])=[O:15],[CH3:1][O:2][C:3]([c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][CH2:11][C:12](=[CH:21][c:20]1[o:16][cH:17][cH:18][cH:19]1)[C:13]2=[O:14])=[O:15].[CH3:1][O:2][C:3]([c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][C:11](=[CH:21][c:20]1[o:16][cH:17][cH:18][cH:19]1)[CH2:12][C:13]2=[O:14])=[O:15],US07781428B2
3658,504288,[CH3:1][O:2][C:3]([c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][CH2:11][CH2:12][C:13]2=[O:14])=[O:15].[o:16]1[cH:17][cH:18][c:19]([CH:20]=[O:21])[cH:22]1>>[CH3:1][O:2][C:3]([c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][CH2:11][C:12](=[CH:20][c:19]1[cH:18][cH:17][o:16][cH:22]1)[C:13]2=[O:14])=[O:15],[CH3:1][O:2][C:3]([c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][CH2:11][C:12](=[CH:20][c:19]1[cH:18][cH:17][o:16][cH:22]1)[C:13]2=[O:14])=[O:15].[CH3:1][O:2][C:3]([c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][C:11](=[CH:20][c:19]1[cH:18][cH:17][o:16][cH:22]1)[CH2:12][C:13]2=[O:14])=[O:15],US07781428B2
3659,504290,[CH3:1][O:2][C:3]([c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][CH2:11][CH2:12][C:13]2=[O:14])=[O:15].[o:16]1[c:17]([CH:18]=[O:19])[cH:20][cH:21][n:22]1>>[CH3:1][O:2][C:3]([c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][CH2:11][C:12](=[CH:18][c:17]1[o:16][n:22][cH:21][cH:20]1)[C:13]2=[O:14])=[O:15],[CH3:1][O:2][C:3]([c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][CH2:11][C:12](=[CH:18][c:17]1[o:16][n:22][cH:21][cH:20]1)[C:13]2=[O:14])=[O:15].[CH3:1][O:2][C:3]([c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][C:11](=[CH:18][c:17]1[o:16][n:22][cH:21][cH:20]1)[CH2:12][C:13]2=[O:14])=[O:15],US07781428B2
3660,504289,[CH3:1][c:2]1[s:3][c:4]([CH:5]=[O:6])[cH:7][n:8]1.[CH3:9][O:10][C:11]([c:12]1[cH:13][cH:14][c:15]2[c:16]([cH:17]1)[CH2:18][CH2:19][CH2:20][C:21]2=[O:22])=[O:23]>>[CH3:1][c:2]1[s:3][c:4]([CH:5]=[C:20]2[CH2:19][CH2:18][c:16]3[c:15]([cH:14][cH:13][c:12]([C:11]([O:10][CH3:9])=[O:23])[cH:17]3)[C:21]2=[O:22])[cH:7][n:8]1,[CH3:1][c:2]1[s:3][c:4]([CH:5]=[C:20]2[CH2:19][CH2:18][c:16]3[c:15]([cH:14][cH:13][c:12]([C:11]([O:10][CH3:9])=[O:23])[cH:17]3)[C:21]2=[O:22])[cH:7][n:8]1.[CH3:1][c:2]1[s:3][c:4]([CH:5]=[C:19]2[CH2:18][c:16]3[c:15]([cH:14][cH:13][c:12]([C:11]([O:10][CH3:9])=[O:23])[cH:17]3)[C:21](=[O:22])[CH2:20]2)[cH:7][n:8]1,US07781428B2
3661,509110,[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[CH2:8][c:9]1[cH:10][cH:11][c:12]([CH2:13][CH3:14])[cH:15][cH:16]1)[C@:17]1([C@H:18]([OH:19])[C@@H:20]([OH:21])[C@H:22]([OH:23])[C@@H:24]([CH2:25][OH:26])[O:27]1)[O:28][CH2:29]2.[c:30]1([CH3:31])[cH:32][cH:33][c:34]([S:35]([Cl:36])(=[O:37])=[O:38])[cH:39][cH:40]1>N1C(C)=CC=CC=1C>[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[CH2:8][c:9]1[cH:10][cH:11][c:12]([CH2:13][CH3:14])[cH:15][cH:16]1)[C@:17]1([C@H:18]([OH:19])[C@@H:20]([OH:21])[C@H:22]([OH:23])[C@@H:24]([CH2:25][O:26][S:35]([c:34]3[cH:33][cH:32][c:30]([CH3:31])[cH:40][cH:39]3)(=[O:37])=[O:38])[O:27]1)[O:28][CH2:29]2,[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[CH2:8][c:9]1[cH:10][cH:11][c:12]([CH2:13][CH3:14])[cH:15][cH:16]1)[C@:17]1([C@H:18]([OH:19])[C@@H:20]([OH:21])[C@H:22]([OH:23])[C@@H:24]([CH2:25][O:26][S:35]([c:34]3[cH:33][cH:32][c:30]([CH3:31])[cH:40][cH:39]3)(=[O:37])=[O:38])[O:27]1)[O:28][CH2:29]2.[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[CH2:8][c:9]1[cH:10][cH:11][c:12]([CH2:13][CH3:14])[cH:15][cH:16]1)[C@:17]1([C@H:18]([O:19][S:35]([c:34]3[cH:33][cH:32][c:30]([CH3:31])[cH:40][cH:39]3)(=[O:37])=[O:38])[C@@H:20]([OH:21])[C@H:22]([OH:23])[C@@H:24]([CH2:25][OH:26])[O:27]1)[O:28][CH2:29]2.[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[CH2:8][c:9]1[cH:10][cH:11][c:12]([CH2:13][CH3:14])[cH:15][cH:16]1)[C@:17]1([C@H:18]([OH:19])[C@@H:20]([O:21][S:35]([c:34]3[cH:33][cH:32][c:30]([CH3:31])[cH:40][cH:39]3)(=[O:37])=[O:38])[C@H:22]([OH:23])[C@@H:24]([CH2:25][OH:26])[O:27]1)[O:28][CH2:29]2.[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[CH2:8][c:9]1[cH:10][cH:11][c:12]([CH2:13][CH3:14])[cH:15][cH:16]1)[C@:17]1([C@H:18]([OH:19])[C@@H:20]([OH:21])[C@H:22]([O:23][S:35]([c:34]3[cH:33][cH:32][c:30]([CH3:31])[cH:40][cH:39]3)(=[O:37])=[O:38])[C@@H:24]([CH2:25][OH:26])[O:27]1)[O:28][CH2:29]2,US07803778B2
3662,513144,[Br:1][CH2:2][c:3]1[c:4]2[o:5][cH:6][cH:7][c:8]2[cH:9][c:10]([N+:11]([O-:12])=[O:13])[cH:14]1.[CH3:15][CH:16]1[CH2:17][NH:18][CH2:19][CH2:20][NH:21]1>>[CH2:2]([c:3]1[c:4]2[o:5][cH:6][cH:7][c:8]2[cH:9][c:10]([N+:11]([O-:12])=[O:13])[cH:14]1)[N:18]1[CH2:17][CH:16]([CH3:15])[NH:21][CH2:20][CH2:19]1,[CH2:2]([c:3]1[c:4]2[o:5][cH:6][cH:7][c:8]2[cH:9][c:10]([N+:11]([O-:12])=[O:13])[cH:14]1)[N:18]1[CH2:17][CH:16]([CH3:15])[NH:21][CH2:20][CH2:19]1.[CH2:2]([c:3]1[c:4]2[o:5][cH:6][cH:7][c:8]2[cH:9][c:10]([N+:11]([O-:12])=[O:13])[cH:14]1)[N:21]1[CH:16]([CH3:15])[CH2:17][NH:18][CH2:19][CH2:20]1,US07820675B2
3663,515343,[NH2:1][c:2]1[c:3]([NH2:4])[cH:5][cH:6][cH:7][n:8]1.[O:9]=[C:10]1[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21][CH2:22]1>ClCCCl>[NH2:1][c:2]1[c:3]([NH:4][CH:10]2[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21][CH2:22]2)[cH:5][cH:6][cH:7][n:8]1,[NH2:1][c:2]1[c:3]([NH:4][CH:10]2[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21][CH2:22]2)[cH:5][cH:6][cH:7][n:8]1.[NH:1]([c:2]1[c:3]([NH2:4])[cH:5][cH:6][cH:7][n:8]1)[CH:10]1[CH2:11][CH2:12][N:13]([C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21][CH2:22]1,US07834000B2
3664,521018,[F:1][c:2]1[cH:3][n:4][cH:5][cH:6][c:7]1-[c:8]1[c:9](-[c:10]2[cH:11][n:12][cH:13][cH:14][cH:15]2)[n:16][c:17]([NH2:18])[c:19]([NH2:20])[cH:21]1.[F:22][c:23]1[cH:24][c:25]([C:26]([Cl:27])=[O:28])[cH:29][cH:30][c:31]1[CH3:32]>N1C=CC=CC=1>[F:1][c:2]1[cH:3][n:4][cH:5][cH:6][c:7]1-[c:8]1[c:9](-[c:10]2[cH:11][n:12][cH:13][cH:14][cH:15]2)[n:16][c:17]([NH2:18])[c:19]([NH:20][C:26]([c:25]2[cH:24][c:23]([F:22])[c:31]([CH3:32])[cH:30][cH:29]2)=[O:28])[cH:21]1,[F:1][c:2]1[cH:3][n:4][cH:5][cH:6][c:7]1-[c:8]1[c:9](-[c:10]2[cH:11][n:12][cH:13][cH:14][cH:15]2)[n:16][c:17]([NH2:18])[c:19]([NH:20][C:26]([c:25]2[cH:24][c:23]([F:22])[c:31]([CH3:32])[cH:30][cH:29]2)=[O:28])[cH:21]1.[F:1][c:2]1[cH:3][n:4][cH:5][cH:6][c:7]1-[c:8]1[c:9](-[c:10]2[cH:11][n:12][cH:13][cH:14][cH:15]2)[n:16][c:17]([NH:18][C:26]([c:25]2[cH:24][c:23]([F:22])[c:31]([CH3:32])[cH:30][cH:29]2)=[O:28])[c:19]([NH2:20])[cH:21]1,US07855202B2
3665,522765,[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([S:10][c:11]2[cH:12][n:13][cH:14][c:15]([CH2:16][OH:17])[cH:18]2)[cH:19]1.[OH:20][c:21]1[c:22]([CH2:23][CH2:24][CH3:25])[c:26]([OH:27])[cH:28][cH:29][c:30]1[C:31](=[O:32])[CH3:33]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([S:10][c:11]2[cH:12][n:13][cH:14][c:15]([CH2:16][O:17][c:26]3[c:22]([CH2:23][CH2:24][CH3:25])[c:21]([OH:20])[c:30]([C:31](=[O:32])[CH3:33])[cH:29][cH:28]3)[cH:18]2)[cH:19]1,[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([S:10][c:11]2[cH:12][n:13][cH:14][c:15]([CH2:16][O:17][c:26]3[c:22]([CH2:23][CH2:24][CH3:25])[c:21]([OH:20])[c:30]([C:31](=[O:32])[CH3:33])[cH:29][cH:28]3)[cH:18]2)[cH:19]1.[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([S:10][c:11]2[cH:12][n:13][cH:14][c:15]([CH2:16][O:17][c:21]3[c:22]([CH2:23][CH2:24][CH3:25])[c:26]([OH:27])[cH:28][cH:29][c:30]3[C:31](=[O:32])[CH3:33])[cH:18]2)[cH:19]1,US07858646B2
